content_traduzido,sentiment,sentiment_polarity,spacy_lemma
receio comprar shopee mercadoria nao entregue nao gostar produtos entao resolvir dar chance bem satisfeita produtos comprei sao qualidade unico problema entrega resolveram prontidao recomendo negocio metendo pedido emprestimo aceito autorizacao escritorio comercio eletronico loja metendoos todos presentes momento tudo dentro horas antes dias importantes atividade negociacao compras tratar problema sabe negocio sabe quer quer disso problemas compradores podem encontrar,surprise,positive,"['receiar', 'comprar', 'shopee', 'mercadoria', 'entregar', 'gostar', 'produto', 'entao', 'resolvir', 'dar', 'chance', 'bem', 'satisfeito', 'produto', 'comprei', 'sao', 'qualidade', 'unico', 'problema', 'entregar', 'resolver', 'prontidao', 'recomendo', 'negocio', 'meter', 'pedir', 'emprestimo', 'aceito', 'autorizacao', 'escritorio', 'comercio', 'eletronico', 'loja', 'metendoos', 'presente', 'momento', 'dentro', 'hora', 'antes', 'dia', 'importante', 'atividader', 'compra', 'tratar', 'problema', 'saber', 'saber', 'querer', 'querer', 'problema', 'comprador', 'poder', 'encontrar']"
comeco primeira vez uso gostei bacana poder contar app acessivel onde podemos criar artes custo oportunidade poder trabalhar ate celular simples acessibilidade obrigado canva poucos vou adaptando aprimorando aprendendo usar metodo trabalho a ideia aprender app dificil pois appes devem vistos alguem pode interessada aprender gostar experiencia audicao pode mudar ajuda app eu treinei app ter experiencia conhecer necessidade aprender tudo sobre na verdade familiarizado pessoas gostam apps pois audicao aprendi sobre aprendi sobre apps eu fa aprendi mim mim os apps audicao tipo facilidade diferente original o original coisa menos facil original apps faceis original portanto bom saber facil aprender,surprise,positive,"['comeco', 'primeiro', 'vez', 'uso', 'gostar', 'bacano', 'poder', 'contar', 'app', 'acessivel', 'poder', 'criar', 'arte', 'custo', 'oportunidade', 'poder', 'trabalhar', 'celular', 'simples', 'acessibilidade', 'obrigar', 'canva', 'adaptar', 'aprimorar', 'aprender', 'usar', 'metodo', 'trabalho', 'ideia', 'aprender', 'app', 'dificil', 'appes', 'dever', 'visto', 'alguir', 'poder', 'interessado', 'aprender', 'gostar', 'experiencia', 'audicao', 'poder', 'mudar', 'ajudar', 'treinei', 'app', 'ter', 'experiencia', 'conhecer', 'necessidade', 'aprender', 'verdade', 'familiarizar', 'pessoa', 'gostar', 'apps', 'aprender', 'aprendi', 'apps', 'aprender', 'apps', 'audicao', 'tipo', 'facilidade', 'diferente', 'original', 'original', 'coisa', 'menos', 'facil', 'original', 'apps', 'facel', 'original', 'bom', 'saber', 'facil', 'aprender']"
aplicativo otimo primeira visao parece complicado mexer porem vice entende funciona percebe verdade facil mexer bomm novo design aplicativo presente muitos usuarios se assim quiser possivel escolher tipo visao aplicativo tipo viso escolher ira jeito contar presenca devisoes,surprise,positive,"['aplicativo', 'otimo', 'primeiro', 'visao', 'parecer', 'complicado', 'mexer', 'por', 'vice', 'entender', 'funcionar', 'percebe', 'verdade', 'facil', 'mexer', 'bomm', 'novo', 'design', 'aplicativo', 'presente', 'usuario', 'assim', 'querer', 'possivel', 'escolher', 'tipo', 'visao', 'aplicativo', 'tipo', 'viso', 'escolher', 'ira', 'jeito', 'contar', 'presenca', 'devisoes']"
aplicativo otimo primeira visao parece complicado mexer porem vice entende funciona percebe verdade facil mexer bomm aplicativo faz primeira visao real verdadeiro verdadeiro primeira visao faz e verdade verdadeiro fazer primeiro real real apenas torna aplicativo interessante interessante,surprise,positive,"['aplicativo', 'otimo', 'primeiro', 'visao', 'parecer', 'complicado', 'mexer', 'por', 'vice', 'entender', 'funcionar', 'percebe', 'verdade', 'facil', 'mexer', 'bomm', 'aplicativo', 'fazer', 'primeiro', 'real', 'verdadeiro', 'verdadeiro', 'primeiro', 'visao', 'fazer', 'verdade', 'verdadeiro', 'fazer', 'primeiro', 'real', 'apenas', 'tornar', 'aplicativo', 'interessante', 'interessante']"
comeco primeira vez uso gostei bacana poder contar app acessivel onde podemos criar artes custo oportunidade poder trabalhar ate celular simples acessibilidade obrigado canva poucos vou adaptando aprimorando aprendendo usar outros maneiras acho qualquer outro foi desafio fazer experiencias entao unica coisa sabe sobre sistema musica fez experiencias assim sei sobre mundo,surprise,positive,"['comeco', 'primeiro', 'vez', 'uso', 'gostar', 'bacano', 'poder', 'contar', 'app', 'acessivel', 'poder', 'criar', 'arte', 'custo', 'oportunidade', 'poder', 'trabalhar', 'celular', 'simples', 'acessibilidade', 'obrigar', 'canva', 'adaptar', 'aprimorar', 'aprender', 'usar', 'maneira', 'achar', 'desafio', 'fazer', 'experiencias', 'entao', 'unico', 'coisa', 'saber', 'sistema', 'musica', 'fazer', 'experiencias', 'assim', 'saber', 'mundo']"
aplicativo otimo primeira visao parece complicado mexer porem vice entende funciona percebe verdade facil mexer bomm otimo facil mexer tornando interessante aplicativo o aplicativo muitas funcoes personalizacao modo personalizar dar novos modos jeito pensar,surprise,positive,"['aplicativo', 'otimo', 'primeiro', 'visao', 'parecer', 'complicado', 'mexer', 'por', 'vice', 'entender', 'funcionar', 'percebe', 'verdade', 'facil', 'mexer', 'bomm', 'otimo', 'facil', 'mexer', 'tornar', 'interessante', 'aplicativo', 'aplicativo', 'funcoe', 'personalizacao', 'modo', 'personalizar', 'dar', 'novo', 'modo', 'jeito', 'pensar']"
aplicativo otimo primeira visao parece complicado mexer porem vice entende funciona percebe verdade facil mexer bomm coisas melhorar comunicacao usuarios servicos conectam forma rapida ter preocupar funcionamento servicos internet tem se bom retorno vendas assim melhor experiencia cliente melhor empresa pode trazer volta,surprise,positive,"['aplicativo', 'otimo', 'primeiro', 'visao', 'parecer', 'complicado', 'mexer', 'por', 'vice', 'entender', 'funcionar', 'percebe', 'verdade', 'facil', 'mexer', 'bomm', 'coisa', 'melhorar', 'comunicacao', 'usuario', 'servico', 'conectar', 'forma', 'rapir', 'preocupar', 'funcionamento', 'servico', 'ter', 'bom', 'retorno', 'assim', 'bom', 'experiencia', 'cliente', 'bom', 'empresa', 'poder', 'trazer', 'volta']"
receio comprar shopee mercadoria nao entregue nao gostar produtos entao resolvir dar chance bem satisfeita produtos comprei sao qualidade unico problema entrega resolveram prontidao recomendo entrega produtos logo agosto fez venda nota nota maxima a partir meados comercio massa voltou negocio serio ainda assim comercio massa continuou sucesso desde entao precos venda oscilam maneira negativa chegando partir janeiro procura bolsas valores diminuiu cerca ficando procura constante,surprise,positive,"['receiar', 'comprar', 'shopee', 'mercadoria', 'entregar', 'gostar', 'produto', 'entao', 'resolvir', 'dar', 'chance', 'bem', 'satisfeito', 'produto', 'comprei', 'sao', 'qualidade', 'unico', 'problema', 'entregar', 'resolver', 'prontidao', 'recomendo', 'entregar', 'produto', 'logo', 'agosto', 'fazer', 'venda', 'nota', 'noto', 'maximo', 'partir', 'meado', 'comercio', 'massa', 'voltar', 'negocio', 'serio', 'ainda', 'assim', 'comercio', 'massa', 'continuar', 'sucesso', 'entao', 'preco', 'venda', 'oscilar', 'maneira', 'negativo', 'chegar', 'partir', 'janeiro', 'procurar', 'bolsa', 'diminuir', 'cerca', 'ficar', 'procura', 'constante']"
receio comprar shopee mercadoria nao entregue nao gostar produtos entao resolvir dar chance bem satisfeita produtos comprei sao qualidade unico problema entrega resolveram prontidao recomendo mercado compra nova arma brasil eu vontade fabricar armas melhoram jogo exemplo arma m a,surprise,positive,"['receiar', 'comprar', 'shopee', 'mercadoria', 'entregar', 'gostar', 'produto', 'entao', 'resolvir', 'dar', 'chance', 'bem', 'satisfeito', 'produto', 'comprei', 'sao', 'qualidade', 'unico', 'problema', 'entregar', 'resolver', 'prontidao', 'recomendo', 'mercado', 'compra', 'novo', 'arma', 'vontade', 'fabricar', 'arma', 'melhor', 'jogo', 'exemplo', 'arma']"
aplicativo otimo primeira visao parece complicado mexer porem vice entende funciona percebe verdade facil mexer bomm aplicativo permite adicao gente conhecimento twitter lista amigos o aplicativo conta outros servicos google play pode comprar relogio pulso usado fa criar book musica book noticias varios outros servicos,surprise,positive,"['aplicativo', 'otimo', 'primeiro', 'visao', 'parecer', 'complicado', 'mexer', 'por', 'vice', 'entender', 'funcionar', 'percebe', 'verdade', 'facil', 'mexer', 'bomm', 'aplicativo', 'permitir', 'adicao', 'gente', 'conhecimento', 'listar', 'amigo', 'aplicativo', 'contar', 'servico', 'google', 'playr', 'poder', 'comprar', 'relogio', 'pulso', 'usar', 'criar', 'musica', 'book', 'noticio', 'vario', 'servico']"
comeco primeira vez uso gostei bacana poder contar app acessivel onde podemos criar artes custo oportunidade poder trabalhar ate celular simples acessibilidade obrigado canva poucos vou adaptando aprimorando aprendendo usar app acessivel poucos minutos ira revolucionar programacao tv anos maior app tv regiao criancas vao ter acesso conteudos entretenimento a tv brasileira voltada educacao criancas adultos sendo assim maior pais,surprise,positive,"['comeco', 'primeiro', 'vez', 'uso', 'gostar', 'bacano', 'poder', 'contar', 'app', 'acessivel', 'poder', 'criar', 'arte', 'custo', 'oportunidade', 'poder', 'trabalhar', 'celular', 'simples', 'acessibilidade', 'obrigar', 'canva', 'adaptar', 'aprimorar', 'aprender', 'usar', 'app', 'acessivel', 'minuto', 'revolucionar', 'programacao', 'tv', 'ano', 'grande', 'tv', 'regiao', 'crianco', 'ter', 'acesso', 'conteur', 'entretenimento', 'tv', 'brasileiro', 'voltar', 'educacao', 'crianco', 'adulto', 'ser', 'assim', 'grande', 'pai']"
receio comprar shopee mercadoria nao entregue nao gostar produtos entao resolvir dar chance bem satisfeita produtos comprei sao qualidade unico problema entrega resolveram prontidao recomendo procura nenhuma despesa compra apos dias encontrar boa venda shopee i finalmente estados unidos onde vespera natal viu grande anuncio vendeira melhores marcas seguranca mundo qualidade comercializacao ultimos anos vem tornando cada vez marcas procuradas internet primeira loja alta mundo ano precos altos,surprise,positive,"['receiar', 'comprar', 'shopee', 'mercadoria', 'entregar', 'gostar', 'produto', 'entao', 'resolvir', 'dar', 'chance', 'bem', 'satisfeito', 'produto', 'comprei', 'sao', 'qualidade', 'unico', 'problema', 'entregar', 'resolver', 'prontidao', 'recomendo', 'procurar', 'despês', 'compra', 'apo', 'dia', 'encontrar', 'bom', 'venda', 'shopee', 'finalmente', 'Estados', 'vesperar', 'ver', 'grande', 'anuncio', 'vendeirar', 'bom', 'marca', 'seguranca', 'mundo', 'qualidade', 'comercializacao', 'Ultimos', 'ano', 'vir', 'tornar', 'marca', 'procurar', 'primeiro', 'loja', 'alto', 'mundo', 'ano', 'preco', 'alto']"
receio comprar shopee mercadoria nao entregue nao gostar produtos entao resolvir dar chance bem satisfeita produtos comprei sao qualidade unico problema entrega resolveram prontidao recomendo venda varejistas shopee otimo ter oportunidade comprar comeco loja vendas estado pequena loja ainda vendas cidade fica distante limite abandonaram compra voltam falei iriam vende lo pra gente condicoes comprarem ano lojas ficarao produtos assim decidiram vender produto mercadorias ficaram estoque assim vendidos foi sucesso nada ver estoque sao problemas dificil todos empresa sempre soube acontecido valiosa bons produtos auge negocio eu certeza unico problema loja vendas municipio pessimos precos falta experiencia porque regiao sul belo horizonte carro velho aconteceu grande problema local conseguiram vender carro compra carro cara razao compra cara cara carro valor dinheiro produto entao partir desse momento passou vender carros resolveram boas bom ficaram bons fez acabasse carro bons carro decidiram ficar fechou fez nome ficar bem conhecida famosa estado fez mudanca abriram nova passaram carros nome passou ficar parecida antiga,surprise,positive,"['receiar', 'comprar', 'shopee', 'mercadoria', 'entregar', 'gostar', 'produto', 'entao', 'resolvir', 'dar', 'chance', 'bem', 'satisfeito', 'produto', 'comprei', 'sao', 'qualidade', 'unico', 'problema', 'entregar', 'resolver', 'prontidao', 'recomendar', 'venda', 'varejisto', 'shopee', 'otimo', 'ter', 'oportunidade', 'comprar', 'comeco', 'loja', 'pequeno', 'loja', 'ainda', 'vendo', 'cidade', 'ficar', 'distante', 'limite', 'abandonar', 'compra', 'voltar', 'falar', 'vender', 'gente', 'comprar', 'ano', 'loja', 'Ficarao', 'produto', 'assim', 'decidir', 'vender', 'produto', 'mercadoria', 'ficar', 'estoque', 'assim', 'vender', 'sucesso', 'nada', 'ver', 'problema', 'dificil', 'empresa', 'sempre', 'saber', 'acontecer', 'valioso', 'bom', 'produto', 'auge', 'negocio', 'certezar', 'unico', 'problema', 'lojar', 'Vendas', 'municipio', 'pessir', 'precos', 'faltar', 'experiencia', 'regiao', 'sul', 'Belo', 'horizonte', 'carro', 'velho', 'acontecer', 'grande', 'problema', 'local', 'conseguir', 'vender', 'carro', 'compra', 'carro', 'carar', 'razao', 'compra', 'caro', 'cara', 'carro', 'valor', 'dinheiro', 'entao', 'partir', 'momento', 'passar', 'vender', 'carro', 'resolver', 'bom', 'bom', 'ficar', 'bom', 'fazer', 'acabasse', 'carro', 'bom', 'carro', 'decidir', 'ficar', 'fechar', 'fazer', 'nome', 'ficar', 'bem', 'conhecido', 'famoso', 'estado', 'fazer', 'mudanca', 'abrir', 'novo', 'passar', 'carro', 'nome', 'passar', 'ficar', 'parecido', 'antigo']"
receio comprar shopee mercadoria nao entregue nao gostar produtos entao resolvir dar chance bem satisfeita produtos comprei sao qualidade unico problema entrega resolveram prontidao recomendo obra forma segura preciso alguem prestar atencao ate cliente produto final todas situacoes tomar cuidado tomar atitudes causem acidentes erros a empresa interessada ajudar clientes vulneraveis fim manter ordem precos baixos empresa ficar situacao envolva venda produtos qualidade inferior bastante importante todos clientes,surprise,positive,"['receiar', 'comprar', 'shopee', 'mercadoria', 'entregar', 'gostar', 'produto', 'entao', 'resolvir', 'dar', 'chance', 'bem', 'satisfeito', 'produto', 'comprei', 'sao', 'qualidade', 'unico', 'problema', 'entregar', 'resolver', 'prontidao', 'recomendo', 'obra', 'forma', 'seguro', 'preciso', 'alguir', 'prestar', 'atencao', 'cliente', 'produto', 'final', 'situacoes', 'tomar', 'cuidado', 'tomar', 'atitude', 'causem', 'acidente', 'erro', 'empresa', 'interessado', 'ajudar', 'cliente', 'vulneravel', 'fim', 'manter', 'ordem', 'preco', 'baixo', 'empresa', 'ficar', 'envolver', 'venda', 'produto', 'qualidade', 'inferior', 'bastante', 'importante', 'cliente']"
precisava app colocar cancao video editado tentei outro aplicativo ja visto video regado elogios resumo app vizinho acabou qualidade video tanto resolucao quanto formato sendo opcao escolher queria ficasse assim nao sustentou passar dia todo pelejando vizinho baixei deu bom demais so queria ter lembrado desse editor antes todo stress obrigada pediu entrar razoes desconhecidas acabou ficando preso banheiro nunca tempo poder recuperar partir desse momento comecou ter comportamento estranho mau fez desistir ideia app achou considerou problema problema queria ter versao the game sentia capaz continuar conta sober vez porque grande ameaca trabalhar pra resolver rejeitada motivo chegou ficar preso banheiro dia seguinte conta disso comecou trabalhar livra lo depois algum tempo japao brasil onde veio brasil trabalhar outro jogo the game certo tempo ficou brasil aonde veio aonde voltou projeto the game mas ano europa app chegou japao recusado razoes desconhecidas assim permaneceu algum pais onde continuou trabalhando japao finalmente finalmente onde acabou encontrando game aceito pais origem continuou sendo publicado desde passou muitas versoes sempre deu jogo objetivo fazer rodar mundo pouca interferencia programas youtube jogos game funciona internet necessario pudesse rodar jogo versao game mundo facil fazer dificil versao mundo rodar mas comecou japonesa app alguns meses portugal app chegou portugal aonde programa novo versoes moderna brasileira o game criado app,surprise,positive,"['precisar', 'app', 'colocar', 'cancao', 'video', 'editar', 'tentar', 'aplicativo', 'ver', 'video', 'regar', 'elogio', 'resumo', 'app', 'vizinho', 'acabar', 'qualidade', 'video', 'tanto', 'resolucao', 'quanto', 'formato', 'opcao', 'escolher', 'querer', 'ficar', 'assim', 'sustentar', 'passar', 'dia', 'pelejar', 'vizinho', 'baixei', 'dar', 'bom', 'demais', 'querer', 'lembrar', 'editor', 'antes', 'stress', 'obrigar', 'pedir', 'entrar', 'razoes', 'desconhecida', 'acabar', 'ficar', 'prender', 'banheiro', 'nunca', 'tempo', 'poder', 'recuperar', 'partir', 'momento', 'comecar', 'ter', 'comportamento', 'estranho', 'mau', 'fazer', 'desistir', 'ideia', 'app', 'achar', 'considerar', 'problema', 'problema', 'querer', 'ter', 'versao', 'sentir', 'capaz', 'continuar', 'conta', 'sober', 'vez', 'grande', 'ameaca', 'trabalhar', 'resolver', 'rejeitar', 'motivo', 'chegar', 'ficar', 'prender', 'banheiro', 'dia', 'seguinte', 'contar', 'comecar', 'trabalhar', 'livra', 'depois', 'tempo', 'vir', 'trabalhar', 'jogo', 'gamar', 'tempo', 'ficar', 'Brasil', 'vir', 'aonde', 'voltar', 'projeto', 'game', 'ano', 'Europa', 'chegar', 'recusar', 'razoes', 'desconhecida', 'assim', 'permanecer', 'pai', 'continuar', 'trabalhar', 'finalmente', 'finalmente', 'onde', 'acabar', 'encontrar', 'game', 'aceitar', 'origem', 'continuar', 'publicar', 'passar', 'versoes', 'sempre', 'dar', 'jogo', 'objetivo', 'fazer', 'rodar', 'mundo', 'interferencia', 'programa', 'youtube', 'jogo', 'funcionar', 'necessario', 'poder', 'rodar', 'jogo', 'versao', 'game', 'mundo', 'facil', 'fazer', 'dificil', 'versao', 'mundo', 'rodar', 'comecar', 'japonesa', 'app', 'mês', 'chegar', 'programa', 'novo', 'versoes', 'moderno', 'brasileiro', 'game', 'criar', 'app']"
