content,sentiment,sentiment_polarity
"o aplicativo é ótimo, de primeira visão parece ser complicado de mexer, porém, depois que vice entende como funciona percebe que na verdade é fácil de mexer e muito bomm!!! Ainda no aplicativo é possível adicionar mais de uma coisa, para o programa, você também poderá adicionar um item de um conjunto de coisas, mas sem muito esforço, pois os cliques só se transformam para ações, como fazer um item e fazer alguma coisa, e é mais fácil fazer algo que não será necessário.",surprise,positive
"Nao uzei so baixei por que travou a tela pedindo pra baixar nao concigui de outra forma se nao baixar o que de outra maneira, não mais por muito tempo, só em que na verdade, quando você estava metido por uma bela moça do sul do país, por quem queria que ela fosse sua assistente, você não me importou por muito tempo e até mesmo uma semana depois, você me importou, então tudo começou a ficar mau para você, eu me importei para não haver algum tipo de trabalho no que eu queria para ficar. E então você me importou para tudo, que me importei para que eu fosse uma boa pessoa, não uma boa mulher, não uma boa pessoa se me importou para ser uma boa pessoa, por que me importei para não me importar uma boa mulher, porque então eu se importei para ser uma boa pessoa. Não se me importou para mim, eu me importei para não me importar por muito tempo, mas eu nunca me importou para nenhum outro. Mas quando você me importou para mim, você me importei para que eu fosse uma boa mulher, porque então eu me importei para ser uma boa mulher, porque eu me importei para ser uma boa mulher, então eu me importei para ser uma boa mulher.",neutral,neutral
"Nao uzei so baixei por que travou a tela pedindo pra baixar nao concigui de outra forma se nao baixar concigui novamente sem que se queira me mandar para o Brasil e me mandar vir junto ao Peru para tentar me salvar. Não quero me mandar e serei na verdade no Brasil, mas sim no Peru.",neutral,neutral
Eu vi que não é bom para mim eu cancelei e vi vários comentários não muito bons e vi que estava ruim eu cancelei e vi e vi eu estou ruim. Eu estou em um bom clima que eu quero continuar meus estudos em um bom clima. Está bem e eu estou muito bem.,neutral,neutral
"Eu vi que não é bom para mim eu cancelei e vi vários comentários não muito bons e vi que estava ruim eu cancelei e vi que estava bom eu estava indo pra casa com minha família e assim eu fiz o mesmo.""",neutral,neutral
"Eu vi que não é bom para mim eu cancelei e vi vários comentários não muito bons e vi que estava ruim eu cancelei a música, assim porque eu não tenho tempo para dedicar-se às aulas. Mas é preciso dar mais uma volta.""",neutral,neutral
Eu vi que não é bom para mim eu cancelei e vi vários comentários não muito bons e vi que estava ruim eu cancelei e vi que o telefone acabou sem parar e disse que eu era o melhor e eu vi que eu era o pior em todas as noites e o que eu estou no telefone acabou sem parar.,neutral,neutral
"Baixei esse aplicativo para fazer a limpeza recomendada, só que não deu em nada, já que não tinha nenhum dinheiro e que as pessoas que lhe davam dinheiro não sabiam mais sobre a limpeza. A diretora do parque informou que a empresa havia gasto cerca de R$ 5.000,00 para se fazer um tratamento de limpeza. Em seu relatório, a diretora afirma que a empresa não teve a autorização para usar o aplicativo do Facebook no seu funcionamento. Ela diz que os donos do parque sabem como trabalhar com o Facebook funciona e que ele se comunica muito bem com a população e pessoas próximas. A diretora é contra o Google, pois é contrário ao Google que tem uma parceria com o Facebook para tornar os animais limpos.",neutral,neutral
"Eu vi que não é bom para mim eu cancelei e vi vários comentários não muito bons e vi que estava ruim eu cancelei e vi que estava péssimo. Então eu achei que era um tipo diferente de relacionamento. Mas então foi o que aconteceu. Foi uma conversa, não foi bom. Eu estava lá no estúdio gravando, e eu falei e vi que foi um tipo diferente de relacionamento. Então foi o que aconteceu. É o que aconteceu. Foi uma conversa, não era bom. Foi uma conversa. É o que aconteceu. É uma conversa. É uma conversa. Foi uma conversa. Foi uma conversa. Foi um conversa. Foi uma conversa. Foi um conversa. Foi um conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa. Foi uma conversa.",neutral,neutral
"Eu vi que não é bom para mim eu cancelei e vi vários comentários não muito bons e vi que estava ruim eu cancelei e eu disse 'OK'. Então eu foi para casa. Nós ficamos todos as noites em casa e o que aconteceu foi que eu vi que não está bom para mim eu disse 'OK', então eu disse 'OK, estou ótimo e se não se preocupe ',"" disse a ex-namorada.",neutral,neutral
"Eu vi que não é bom para mim eu cancelei e vi vários comentários não muito bons e vi que estava ruim eu cancelei e vi que estou fazendo um bom trabalho com os novos funcionários mas isso me não sabe se eu vou fazer o trabalho e estou pronto para fazer o meu trabalho"".",neutral,neutral
"Eu vi que não é bom para mim eu cancelei e vi vários comentários não muito bons e vi que estava ruim eu cancelei, mas por que não se importa porque estou fazendo comentários e estou pensando sobre a minha carreira e eu não sei porquê."" A música também foi descrita pelo ator como ""um dos piores momentos da minha vida"". Em uma entrevista para ""Rolling Stone"", John Lithgow, do ""Entertainment Weekly"", comparou a letra a ""I Should Never ter sido tão feliz"", como um exemplo de como ele ""pode ter jogado fora do mundo"".",neutral,neutral
"Eu vi que não é bom para mim eu cancelei e vi vários comentários não muito bons e vi que estava ruim eu cancelei. E que era como se fosse um jogo de tabuleiro. Eu tinha que fazer o jogo com alguns dos jogadores do time. Eu tinha que fazer o jogo com os jogadores de casa, que era algo diferente. Então eu disse a vocês: 'Vamos jogar com eles.' É um jogo de xadrez, e eu sei que você não pode fazer o jogo com eles.""",neutral,neutral
Espero que resolva o problema do meu celular . ficarei muita satisfeita com esse aplicativo. É um ótimo aparelho de mensagens instantâneas e de código fonte.,neutral,neutral
Espero que resolva o problema do meu celular . ficarei muita satisfeita com esse aplicativo. É o melhor aplicativo do Google que você pode obter .,neutral,neutral
"Espero que resolva o problema do meu celular . ficarei muita satisfeita com esse aplicativo de reconhecimento, e com a facilidade. Mas não posso me comunicar com as pessoas que vão morar com mim. É complicado com o aplicativo, porque a pessoa não é conhecida, o que as pessoas dizem é que é uma grande confusão. Isso vai piorar por conta do fato de que, o aplicativo só funciona quando é ativado, só funciona quando há uma festa. Só posso conversar com as pessoas em que vivem na casa, mas os seus gritos de alegria ficam muito baixos . É importante saber o que você está fazendo, e também fazer as coisas como você está fazendo, pois ele não pode esquecer tudo , pois ninguém sabe o que você está fazendo.",neutral,neutral
"Acabando de testar, se eu não me agradar eu desinstalo-me pela minha boa conduta, o que me não iria aceitar. Eu não me senti muito confortável, e por fim, eu me arrependo disso. Me vi, no entanto, que não teria conseguido superar isso. O que eu faria para mim é que eu não fosse um bom jogador, então o que eu não teria feito era jogar com raiva. Foi uma dessas situações, o que eu não fiz mais do que isso, é que eu não iria aceitar, então eu não iria aceitar.""",neutral,neutral
"Acabando de testar, se eu não me agradar eu desinstalo o suficiente e eu não estou apto a lidar comigo, eu quero entrar no clube e não me me dar uma boa conta, o que o faz deixar claro que eu não quero ter que sair"". No mesmo ano, começou a trabalhar como repórter do ""SuperSport"", da equipe alemã.",neutral,neutral
"Acabando de testar, se eu não me agradar eu desinstalogue para sempre.""",neutral,neutral
"Acabando de testar, se eu não me agradar eu desinstalo, eu te conte."" O homem então disse: ""E eu não sei. Se eu não me agradar, você me agradará.""",neutral,neutral
"Não estou entendendo nada ainda mais tauves eu gostei ainda não sei se gostei tá me mais gostei. Eu tenho uma boa dose de amor, meu coração me sente muito mal por não ter algo que me possa dar em casa, mas não me posso fazer isso. É muito diferente da que já fiz, e eu só estou mais feliz com estar mais perto do que é agora. Não tenho algo para desistir, pois tudo está no meu caminho.""",neutral,neutral
"Não estou entendendo nada ainda mais tauves eu gostei ainda não sei se gostei tá la gente que eu estava falando da minha música... Não sei o que eu estava pensando mas, por que o que eu realmente estou pensando é que eu já não acho nada, mas eu estou querendo uma música que me mostre e que eu esteja realmente entendendo"".",neutral,neutral
